id	val	std
nbr_observations	8.0	-999.0
s0	0.05752537779504253	-999.0
X	25808.21775545933	47.474969543558466
Y	39735.55774775843	46.15947378517509
Z	99372.9716435705	110.7760422362053
omega	0.41521606123694277	0.004456836668367116
phi	-0.889771548813407	0.0037917182655302123
kappa	-2.680303963295527	0.0026001947964192453
